sqft_living,price
1560,422500
3350,400000
3710,692500
2430,310000
2430,499900
2100,492000
1880,460000
1630,800000
1640,832600
2310,470000
1930,542000
4750,1309500
2300,308130
1050,310000
1500,235000
1150,215000
1920,210000
3660,730000
1720,245000
2100,540000
2400,299000
2540,510000
2080,198000
3400,950000
2200,300000
2140,528000
3850,507000
4270,770000
1340,255000
1100,220000
2870,690700
1320,447000
2150,755000
2470,700000
1910,250000
2130,320000
2240,565000
1800,754300
2160,650000
3140,529888
1920,432000
1050,235000
3695,994900
3910,489000
3010,800000
1370,370000
2080,436000
2250,395000
2120,377691
2220,370000
1440,515000
910,169000
1270,475000
2480,420000
2630,1297000
2410,822000
2930,1500000
1570,485000
1900,270000
2590,300000
3810,878000
2290,590000
1220,611900
1100,240000
2810,395000
890,169000
1280,200500
2320,308000
1720,290256
1530,279950
1580,195000
1360,630000
2680,1160000
1640,478000
2520,835000
1400,639000
2300,623000
1900,220000
2000,526000
900,243500
2980,750000
1850,329000
1570,525000
670,190000
2660,772650
2110,355000
1970,650000
1210,678500
2670,669950
3000,850000
2200,572000
1540,492450
2080,813000
1780,710000
1960,792500
1690,285900
2080,389000
2070,675000
760,352000
4020,1050000
3620,768500
2330,500000
1460,685000
2250,648475
2850,655000
2640,895000
1310,195000
2720,368000
3430,997000
1990,335000
1170,250000
1390,278500
1540,260000
760,162500
1280,239000
2990,600000
1770,350000
3830,852500
2870,485000
1520,299000
660,227450
1800,383000
3570,835000
3050,760000
820,532500
3610,635000
1490,438500
1560,545500
1660,675000
1180,450000
960,199999
1630,375000
2260,600000
1520,292600
3050,1038000
1000,610000
2650,397450
1750,382000
1770,370000
1770,520000
770,260000
3370,890000
2130,344000
1050,205000
2803,379000
2080,424240
2080,589950
2120,582000
2550,349000
1290,658000
1790,294000
2720,690000
1040,600000
840,199990
1650,220000
2080,440000
1540,439990
3880,815000
1860,535000
1280,215000
3200,605000
2200,349900
1570,495000
2074,515100
2450,620000
2520,657500
2190,250000
2190,385000
2320,307000
1370,288000
1730,226450
1640,390000
1300,350000
1560,368000
1120,469000
2670,865000
3810,515000
1440,410000
1200,210000
1520,460000
2500,241500
2010,322200
1210,279000
1100,303000
1050,420000
2120,249000
1240,294950
3460,1315000
1270,335000
2980,1155000
1250,520000
1740,560000
1730,243400
1240,405000
1670,495000
2140,350000
2530,368500
960,99000
4130,1070000
1710,430000
1490,412500
4750,1122500
3400,915000
2210,535000
1650,390000
1260,499000
1960,375000
1800,349000
1940,635000
2820,682000
2820,321027
720,150000
1640,410000
1560,449950
1560,194990
1910,475000
1570,530000
2038,319950
1720,210000
1670,485000
2830,774000
1690,478000
1620,385000
2360,595000
1480,285000
2700,723000
1780,279000
1430,195000
2160,625000
1800,270000
1930,559000
1960,474000
1920,303500
1470,350000
2980,367500
2980,595000
2360,589000
1790,585000
2130,482975
2030,365500
1790,570000
2260,335000
2350,767500
1690,386591
1320,279000
2690,620000
2810,407000
2280,364250
2870,399000
3030,766950
2940,710000
1190,320000
1800,300000
1580,263000
1730,445000
1910,554000
1000,335000
2520,307000
1420,404000
3080,775000
1060,220000
2160,518000
4060,1600000
1940,315000
2250,572650
1620,350000
920,285000
1370,231000
920,179000
1360,244000
1630,185850
3610,610000
3010,419000
2320,779000
3290,695000
2040,319900
1920,329000
2120,475226
2170,638000
1330,440000
1580,214000
3580,600000
2580,935000
1930,630000
2120,575000
1990,345000
1310,323000
2670,425000
1910,411000
1530,299800
2920,823000
1010,200000
2450,760000
1820,359950
2090,375000
2200,295000
2250,250000
1450,497000
2280,520000
2720,365000
2250,459900
1090,158000
1970,294700
2780,439950
2290,899000
2330,535000
4060,530000
1470,215000
1620,290000
3220,798000
3270,785000
2160,433000
1150,425000
2240,654000
1280,215000
840,232000
1680,675000
2330,665000
3030,835000
2880,525000
2910,780000
3090,844000
2720,680000
1310,290000
1790,560000
2830,605500
3150,762500
3930,1740000
2840,665000
2480,540000
1930,375000
1260,342000
670,340000
3930,1250000
3160,693000
1770,638500
2240,805000
990,250000
1580,325000
1560,270000
2640,880000
2120,300000
1200,290000
5040,2850000
1460,259950
4890,1780000
1580,299950
2100,483000
2060,890000
1690,719000
3370,785000
2330,660000
1820,264000
1890,575000
3820,1215000
2770,475000
3020,845800
1170,352500
1270,347000
1950,560000
2230,323000
2220,595000
2060,257500
1100,450000
1140,410000
1980,810000
2480,372500
1050,325000
1260,280000
1680,258000
1360,329950
2450,836000
2260,365000
1060,111300
3720,864000
1610,725000
3350,550000
790,130000
1660,765000
1420,255000
2050,439500
1250,268000
1700,985000
2660,751305
1350,280000
1810,304000
2210,200000
2120,325000
2470,736000
2700,426500
1760,640000
1930,230000
1680,366350
1390,365000
2240,482000
1980,345000
1830,682000
980,657500
3550,895000
1660,425000
2490,532500
2329,540000
1790,578000
2830,1086000
1160,322500
1000,140000
2540,485000
1750,575000
2890,421000
1870,355000
2200,515000
1300,309000
3410,815000
1160,285000
2100,700000
1490,289000
3280,458000
1450,230000
1930,432500
1660,288000
1260,354000
1170,119500
3350,805000
1420,435000
2170,260000
1800,377000
2000,602000
1660,530000
1540,525000
1160,250000
1700,681000
1580,625000
2080,448500
1030,260000
1770,538000
1540,385500
2650,428400
2690,346290
2210,587000
2390,355000
2580,650000
2160,340000
2230,565000
2000,630000
1280,227000
2810,600000
1680,540400
2150,569000
2820,735000
1750,434000
1060,578888
2430,465425
2660,280500
1670,539950
1380,406430
4160,1150000
1790,250000
1940,266000
1390,258000
2200,472000
1264,530000
1095,302282
850,370000
1760,625000
690,142500
1400,334000
1810,362000
1310,181000
1400,241500
2350,245000
1150,227500
1710,158550
1660,450000
1950,485000
1780,353000
2450,500000
2060,360000
1540,357500
1650,272000
1160,422000
1440,365000
2150,450000
1060,275053
2620,1880000
1630,725000
1840,235000
820,510000
820,489950
2010,463000
1990,536000
2990,375000
2540,630000
1640,362000
2500,350000
4020,1691000
1500,255000
1594,269000
2130,370000
1130,270000
1690,265000
1440,487000
3270,835000
4350,850000
1610,575000
950,335000
1010,318000
1420,510000
1200,242500
2020,750000
3390,439900
1700,710000
3410,2400000
2030,435000
2860,874000
1690,385000
760,110000
1780,477000
1550,500000
4090,885000
880,235000
1320,210000
950,320000
1390,406000
1900,350000
1392,350000
3340,720000
2750,604700
1400,343000
2220,558000
1210,364000
2390,420000
1870,450000
940,392000
1120,100000
1250,480000
1060,212000
2410,560000
2844,359950
2200,535000
3460,980000
1580,720000
1520,619950
2260,489000
1800,415000
2650,672500
1000,352500
2300,258750
1080,350000
902,152000
730,378500
2600,1017000
1570,419000
2876,895000
2290,668500
1470,487000
2620,538000
2680,898000
2020,315000
2100,800000
1510,516130
2850,1600000
4280,1200000
3238,355425
2740,1157400
2020,689000
1520,500000
3860,430000
1600,299500
2090,349950
4020,1419000
2910,998000
900,329000
1720,575000
3030,529900
3030,1470000
2190,725000
1680,286000
1210,335000
1120,395300
3180,510000
920,203000
700,248000
2540,265000
2100,1000000
1540,1000000
1420,241400
1450,309950
1550,294010
1920,345000
1920,625000
2510,660000
1660,559000
3990,866000
2350,770000
1350,259950
2980,352000
6390,2466350
1590,395000
1400,276500
1880,530000
3500,798000
1370,380000
2810,350000
2220,325000
2110,336000
1720,286900
1780,472000
1410,263000
2110,565000
2700,765000
2610,1517000
1660,405000
4570,1098000
3760,555000
1610,305000
1740,289950
3530,487500
840,96500
840,185000
1470,150550
2470,339000
2220,675000
1720,615000
2700,837500
950,250000
1790,583000
1610,499000
2290,550000
2170,400000
2100,990400
2320,600000
1120,325000
1530,265000
3490,1620500
1180,347500
2050,629000
2360,1087500
2570,397500
1270,404500
1250,225000
2510,267000
2690,800000
2900,339000
3830,1850000
1280,525000
4350,1150000
1370,565000
1230,387000
2440,720000
4410,1500000
910,235000
910,365000
2150,368250
2150,580000
3190,1100000
2130,215000
2740,648000
3150,705000
1450,465000
2400,650000
2280,335000
2310,640000
2460,638250
4200,1460000
1620,375000
2170,842000
2880,499950
3280,810000
2900,310000
2160,730000
2250,637800
1340,225000
1390,417500
1600,265000
2050,550000
2570,625700
2660,595000
1540,270000
2640,739375
1210,357562
3760,1010000
1350,455000
2600,310000
3900,415000
1340,452000
1760,810000
1840,730001
2980,825000
1730,665000
1650,327500
3370,699950
2200,424000
2180,657000
1490,445000
1530,450000
1180,350000
2080,460000
3200,385000
1880,272000
2510,535000
1060,216500
2130,325000
1320,420200
1040,258000
1150,450000
2120,720168
2130,652000
2340,569500
2250,411000
1890,524950
1140,153000
2780,775000
2390,338500
2390,570000
2680,653000
1560,435000
1130,207000
1120,540000
2050,386000
2600,265000
1050,250000
2600,1697000
2811,455000
4060,1795000
2260,759000
4430,970000
600,280000
2430,690000
3420,789900
1180,447500
2010,440000
1230,278000
2750,980000
1300,245000
1150,287000
2220,435000
2050,585000
1700,616000
1610,203000
2720,860000
2190,833000
2730,565000
2490,572500
1510,254000
4720,1525000
3810,900000
1950,899000
1300,560000
1610,512500
2040,775000
700,200000
970,172000
910,219900
1060,641200
2180,473000
2050,540000
750,295000
800,370000
3470,1727000
1390,275000
900,89000
1050,175000
2410,490000
1180,342400
1140,345000
700,399000
2060,550000
2230,652450
1950,438000
2100,605000
2130,395000
1880,449950
2310,651100
880,241000
5450,3418800
1290,268500
1010,200000
1690,400375
1350,429000
680,230000
2860,1200000
610,314200
2660,513000
1390,535000
2290,420000
2110,345950
1200,483500
2360,695000
2350,295000
1590,434975
1810,513000
1900,360000
1250,234900
3280,963000
870,595000
3570,942500
3780,1029000
1190,350000
2280,416500
1030,209900
2870,802000
1520,230000
3700,489000
2240,497000
1920,250000
2560,925000
1840,390000
2080,415000
1600,785000
2168,575000
860,170000
2100,750000
1140,230000
3090,855000
1330,235000
1360,335000
3420,1195000
2180,677000
1800,575000
1120,450000
2980,817250
2600,440000
1550,526000
3330,762500
2200,325000
3840,840000
840,377500
1270,212500
3240,749400
2480,663000
4470,1476000
1780,261000
1850,515000
2200,410000
2760,336000
1090,440000
3090,908950
820,554000
1445,387000
1810,268643
1620,514000
1060,420000
1050,199000
1010,225000
2050,320000
970,204995
1540,376000
3000,705000
3190,725995
1870,285000
2200,285000
3070,731000
3730,1564350
2440,510000
990,620000
4160,1110000
3670,796000
910,255000
1940,807000
1780,315000
2200,637000
6410,2725000
2070,490000
2040,253000
2320,325900
1440,425000
1700,215000
1700,315000
2050,724800
800,295000
1800,509007
1460,306000
1290,205000
1900,275000
1480,685000
2090,465000
1950,560000
1250,458500
990,354000
2740,441000
1260,194000
2150,316500
1750,524950
2880,1052000
2590,925000
2430,780000
1470,241000
2020,519000
610,286000
3000,400000
920,255000
1070,152000
3410,599000
1820,330000
1060,461000
3070,620000
2300,352500
1610,435000
2830,725000
970,300000
1680,252000
2040,464625
1450,340000
2870,1325000
1870,455000
2490,495000
3350,925000
3190,587000
1560,524000
2750,1030000
920,176000
1140,249900
2520,499500
3150,600000
2040,294000
1780,272000
2240,390000
3270,700000
3110,635000
1850,920000
1570,500000
750,263500
2240,975000
1870,575000
2683,822000
1490,300000
2340,487600
1700,500000
1450,680000
3310,419000
1520,450000
1260,650000
1840,550000
1750,330000
1450,282510
6330,2385000
1260,230000
2100,750000
2430,321000
4250,2196000
1830,245000
1310,510000
3090,751000
2560,675000
1930,295000
1460,312000
3460,730000
3290,762500
820,150000
1480,270000
1420,400000
2790,650000
1390,530000
950,248000
3000,760000
1280,199000
870,240000
1360,415000
1000,228000
2740,525000
1560,399950
2590,781000
1850,827000
2500,525000
3280,671300
670,175000
2890,1100000
3000,800000
1920,329950
1960,445000
2000,237000
3600,1112500
2740,438900
3650,1280000
2310,600000
2095,670000
1560,519000
1880,320000
840,270000
2730,1000000
860,330000
2320,657500
1540,450000
890,150000
4290,792500
1950,540000
1010,229900
2830,533000
1500,239000
3370,713900
3160,427500
1110,302000
3830,1150000
3160,555000
2100,495000
2240,495000
1060,340000
2350,464950
1940,320000
1160,440000
1840,686000
2260,555000
840,361500
2830,1240000
1600,154950
1370,247200
1960,250000
1470,590300
2740,541125
1090,310000
2460,704111
1820,277500
1960,325000
1760,289200
720,185000
3470,1445000
1370,420550
2370,603000
1390,345000
1840,650000
2790,589950
1460,309950
2620,775000
2230,590000
3250,863500
1190,517500
2090,700000
2580,699000
2100,350000
3160,795000
2090,543000
1570,325000
1020,337500
1300,425000
2110,780000
1210,259000
1990,524400
1630,260000
1384,273000
3380,639900
2480,420000
1270,510500
1010,290000
1490,226000
820,300000
1810,407450
3060,390000
2980,1058800
3440,610000
1820,239975
2320,375000
2620,742500
2190,450000
1780,300000
2200,216600
1600,525000
2450,455000
2680,390000
1850,450000
1740,382000
1490,287000
1960,460000
1380,435000
1510,575000
1410,626700
1440,352000
920,650000
1090,197000
2790,340000
1840,560000
1340,354000
2570,670000
3010,769000
2160,650000
2140,650000
2090,289950
1810,300000
1760,471000
2500,639000
930,287000
3030,740000
1460,499922
2940,675000
3360,738515
2110,445000
2740,1039000
1070,346000
1680,450000
2260,350000
5860,2400000
2380,594950
3320,1695000
1050,219000
2070,450000
1790,402000
840,275000
990,421500
4120,560000
1620,314000
1340,287000
1500,277000
1300,337500
3100,792000
3380,435000
2660,313100
1700,575000
1840,510000
890,299950
2800,1028000
2010,364000
1380,335000
1210,219950
1280,215000
4090,640000
1580,535000
1910,253000
1740,650000
1130,672000
1970,606000
1780,292000
1670,289950
1360,257500
1840,380000
1255,360000
1840,269500
2960,449000
1430,375000
5990,2200000
3480,810000
4260,994000
1820,275000
1290,300000
2130,380000
1170,200000
1730,635000
880,280000
2380,574000
1330,1050000
1780,545000
1220,271950
2490,630000
1180,400000
2310,334000
1440,332500
1620,525000
2620,408000
3710,846450
1040,411100
3320,409124
800,335950
2040,480000
1960,280000
2670,668000
2930,750000
830,394475
2290,848000
2510,675000
1280,175000
1810,560000
2080,538888
1680,359000
1660,300000
1650,273000
1420,670000
2240,530000
1230,625000
1260,248000
2060,533000
3090,549950
3220,485000
2020,353500
1910,435000
1150,241000
2730,885000
2890,799200
2280,760000
1040,270000
2440,675000
1720,499000
3430,1202500
2570,320000
4360,890000
2060,275000
3020,490000
2340,550000
2400,390000
1610,277000
1090,236000
1470,265953
1670,545000
1850,535000
3940,1450000
2330,490000
2020,319950
1300,625000
1180,248000
1320,475000
2520,410000
1680,670000
2000,430000
1180,313000
3330,950000
1880,751750
2990,760000
1510,310650
3110,367500
2150,580000
1900,580000
2720,665000
1560,239950
1990,470000
1740,733000
2130,250000
1510,402000
2100,295000
2344,355000
1970,289000
1470,376000
940,212700
1780,325000
2230,415000
3570,935000
1920,372000
1290,240000
1880,334950
2960,426500
1840,430000
1890,400000
1820,455850
4370,1965221
1530,400000
1030,397500
2000,755000
1730,287000
3620,480000
2040,490000
2640,365000
1600,260000
1480,505000
700,260000
700,430000
3520,905000
1650,440000
1360,439500
1350,270000
1970,306500
1470,380000
1610,215000
810,299900
2820,1450000
1900,239950
1830,494000
1730,317500
2110,670000
3060,650000
2620,852000
1088,250000
1400,264950
1540,582500
1540,384000
2310,817000
1730,320000
2070,445800
900,263300
860,215000
2980,842500
2980,850000
2740,386000
1790,251100
1750,435000
3610,870000
1430,800000
1570,555000
2280,280000
940,356000
2920,675000
2260,605000
2000,690500
1440,437000
2310,850000
2300,350000
1490,480000
1830,379500
4440,600000
4970,1436000
1000,303000
4940,800000
1980,549000
1560,324950
870,170000
840,178000
1250,144000
3120,1580000
750,258000
710,345000
2290,470000
3750,2903000
980,350000
1590,225500
940,473000
1750,279000
1460,470000
1540,565000
2560,695000
1660,315000
1880,529000
3500,750000
1840,481500
1060,211000
1790,455000
810,238950
2600,722500
3230,795000
2240,327500
3400,585000
3140,775000
2780,645000
2320,445000
1370,257950
2230,375000
1610,245000
3410,725000
2810,702000
1850,330000
1790,940000
1150,354500
2420,279950
1580,284000
1760,480000
1760,647500
2750,625000
920,152000
960,322000
1120,445000
1560,595000
1380,165000
1940,278500
1810,517500
1100,343566
1980,286285
1340,474905
1680,550000
2060,286000
2620,900000
1610,449950
1490,259000
1900,340000
3440,785000
1840,490000
2330,344950
2250,950000
2000,810000
3010,998160
1680,377000
1530,595000
970,313300
1550,360000
1660,188000
3680,755000
3210,1289000
1480,455000
3600,817500
1700,550000
1680,260000
1550,320000
3780,1153000
2360,362000
1810,503500
2290,653000
3370,760000
2090,775000
2130,1339000
2060,417500
1560,525000
730,217000
2910,525000
2490,442500
1710,525000
1520,425500
2930,710000
3160,545000
2910,410000
1700,245000
810,194900
2000,284000
1894,280000
2080,280000
1730,360000
720,405000
3560,865000
1210,483300
2130,355000
1570,274950
3950,1925000
3450,755000
7220,1940000
1150,309212
1500,219950
1300,690000
1290,250800
2510,557500
2320,941000
5480,3650000
2030,305000
2060,815000
2920,1015000
3330,1240000
2110,535000
1175,775000
1590,255000
1070,327000
2720,560000
2980,1339000
1160,199500
3580,760000
3020,439000
2380,527000
2270,199950
1660,254000
830,393000
2480,585000
1900,450000
1670,565000
2000,330000
2320,870000
1860,585000
2110,500000
1400,225000
1400,295000
2850,775000
1370,280000
2170,539000
2570,567500
1970,442500
2980,598200
2300,610000
1990,544900
2390,557500
2160,532500
3300,1350000
1840,750000
2030,530000
1400,346100
2320,260000
1410,365000
1860,615000
1820,318400
1910,498500
1540,450000
1430,200000
1010,234000
940,121800
2600,805000
2060,410000
1920,475000
2900,1337500
1020,269000
2150,573000
1660,330000
1230,252750
2170,745000
1280,280000
2240,535000
1780,580000
1840,301000
1740,600000
3040,538900
2370,366000
2100,303000
1470,432000
1300,300000
3420,908800
1190,500000
2080,254000
2180,470000
1460,480000
1530,536000
4740,1349000
1980,550000
1710,260000
1160,284900
2200,740000
1170,425000
1120,230000
1710,675000
1650,267500
2840,814000
3310,1250000
1860,460000
2250,445000
2890,715000
2120,425000
2130,370000
1170,302000
2120,453000
1280,290000
3170,1035000
2260,925000
2930,600000
1060,354000
1740,204950
2990,675000
3530,995000
2960,800000
1650,472500
2720,549950
1516,575575
4386,545000
2580,340000
960,225000
1460,299950
3840,829900
2090,340000
2470,515000
2090,601000
2070,470000
1650,371500
1880,550000
2060,242550
1410,367500
2770,359000
1390,204900
5440,850000
1280,187000
1720,326000
1720,340000
3040,330000
3780,782000
2670,612000
1350,400000
3490,941500
870,313000
2410,735000
1640,471000
1540,350000
2370,530000
1830,415000
2330,639500
2240,580379
1700,378000
1750,265000
1100,212000
2320,400000
2540,750000
3090,384900
770,176000
2370,350000
1200,168000
2200,358000
2660,580000
1600,442500
1330,515000
3440,554000
2510,659000
2150,414999
1180,275000
680,193000
2840,525000
1820,424000
1070,455000
1250,463000
2190,1100000
3000,523000
2270,615000
4500,1515000
3400,870000
2830,710000
960,215000
1530,590000
2500,323000
1560,279000
2070,535100
2710,830000
3150,815000
1880,535900
1250,230000
2290,325500
1990,359000
2100,505000
940,253905
1640,369950
1860,350000
2100,650000
1500,295000
1680,620000
3900,1998000
1400,246000
2600,430000
1440,509990
1870,490000
2960,385000
2440,769000
1122,185000
1060,303500
2150,468000
3100,449950
880,235000
2490,520000
1080,203000
2530,657000
1200,275000
2850,540000
2950,455000
1160,458500
3420,549900
2240,750000
1450,235000
1820,286000
4700,2650000
2430,602000
1960,640000
1440,267000
2730,712000
910,244500
910,301000
2430,990000
3350,739999
2320,480000
1260,305000
1980,703300
1580,265000
2710,600000
1400,253000
2410,617950
1790,385000
1640,319000
1670,696000
970,345000
1610,380000
2060,647500
3570,725000
1400,269950
3470,875000
1210,299950
3930,1875000
990,430000
2200,495000
1510,275000
1620,333000
1580,247000
1260,204555
2190,432000
1230,175000
2030,556300
780,286000
1110,320000
2790,815000
1660,385000
3410,1039000
2390,350000
1850,277000
2500,415000
1000,295000
2450,969000
1440,339888
1660,269950
2510,1185000
3090,780000
860,198000
1220,350000
1010,350000
2390,319000
3340,311000
3620,394000
4200,1335000
3831,2700000
1980,396000
1790,809000
1580,480000
2460,535000
2110,425000
1470,408000
3510,1255000
520,310000
1950,292000
770,217000
2250,398500
4040,2250000
2360,700000
2330,585000
1720,399950
1900,235000
1040,212000
2070,310000
2070,539000
1550,390000
2020,560000
3320,800000
4130,1900000
2030,472000
1770,502550
3330,830000
2260,224950
1950,375000
2930,645000
1960,599000
2980,515000
780,135000
1650,485000
4030,890000
1010,215000
1190,299500
1050,800000
1560,275000
1490,256400
770,310000
620,385000
1200,203000
2120,285000
2330,473975
2000,320000
2820,599000
2040,580000
1700,269500
820,274000
1315,347000
1390,270000
1890,1430000
1460,220000
1480,243000
1840,457500
1880,340000
1910,657500
2220,332500
1410,340000
3380,350000
1950,428000
2400,515055
1560,450000
1040,190000
3090,1000000
1850,299000
1200,508000
2190,294000
1380,320000
3710,641000
2320,675000
1110,255000
1830,286651
2460,607500
1270,765000
1700,334950
1130,426000
1640,775000
1040,343000
2320,470101
1200,195000
1720,772500
2330,450000
4410,1437500
1650,525000
1370,280000
1770,270000
1410,406100
1710,332544
790,110000
2770,685000
1260,461000
2300,615000
1070,550000
3850,1060000
2320,685000
2870,1555000
1830,312000
1990,507500
1110,217000
1830,439000
3600,620000
3210,915000
1490,425000
990,435000
1646,305000
720,276000
2310,327500
2670,810000
3060,715000
1380,272000
700,266000
1710,543000
1450,400000
2060,509500
2380,495000
2760,424950
940,230000
1760,235000
1360,763000
2010,350000
2160,900000
930,250000
1020,225000
1360,255000
1720,161700
1790,336000
1150,410500
2710,502700
2400,505000
1660,250000
1660,570000
2290,349900
2870,465000
4240,625000
1800,655000
2960,469000
1980,355000
1730,596000
3020,790000
4470,885000
2830,1030000
2120,710000
2150,428040
3510,1370000
970,546000
1360,540000
1470,435000
3040,540000
860,284000
820,208000
1900,315000
1330,417500
1240,345000
1330,375000
1880,389800
1890,475000
2250,569000
4650,985000
1830,532000
720,280000
1960,435000
1220,223000
1800,390000
1340,315000
1740,612000
1680,591000
3220,800000
1610,225000
3160,589900
2520,565000
2120,650000
2090,499000
1330,280000
2420,649950
1510,420000
2120,319990
1850,265000
2300,482000
2600,452000
5180,1488000
1810,375000
2190,588000
2500,635000
1890,280500
2040,210500
1310,196500
4010,1395000
1780,475000
1980,550000
3690,1580000
1540,240000
1130,272000
2480,408506
2580,640000
2010,316000
2320,299000
1180,447500
3180,736500
2970,665000
3050,707000
1630,215000
1620,275000
2170,648000
2150,415000
1770,690000
2110,320000
1590,750000
1370,355000
1390,246000
1640,1155000
2670,744000
5400,1210000
1690,217000
2600,583000
1400,515000
2140,594000
1640,303100
1720,430000
3060,708000
1150,221000
2000,325000
4810,1295648
1560,385000
2070,359500
1920,433000
1000,525000
1690,356200
3090,595000
1790,560000
4750,2175000
2090,513000
680,365000
2100,368000
2840,870000
1470,225000
4490,1387000
1150,177000
1460,465000
3150,750000
1090,149000
2670,605000
2110,725000
1770,413900
1510,199950
530,400000
2420,870000
2490,292000
990,225000
1730,466750
1440,330000
3260,770000
1950,802500
2740,378800
2940,795000
1200,460000
2070,567000
1570,209950
1050,415000
1830,424500
970,261000
2200,365000
1930,631000
7050,3800000
1790,584000
1560,310000
2780,717000
1720,667000
1640,190000
1730,430000
740,213000
2280,475000
2090,649000
2550,715000
3350,845000
2770,390000
2860,390000
1990,328000
1740,239999
1460,225000
3670,920000
3270,940000
1210,465000
1770,241000
1980,307550
2650,490000
3040,647000
3640,780000
1810,517500
1380,295000
1810,560000
2250,319450
3860,1500000
2380,340000
1370,249950
1830,499950
1440,1038000
2510,750000
3230,875000
1670,678000
780,360000
1720,354900
2260,632000
1480,350000
2550,990000
3920,1650000
2286,481000
1500,485000
1740,477000
2880,560000
2600,600000
3320,622500
1660,410000
1990,318200
1680,289000
1570,263000
1150,240000
1270,281500
1890,587206
1350,482000
1650,485000
1450,309000
1640,221000
2030,700000
2420,411500
2770,285000
1980,395000
1460,237950
1610,680000
1010,199950
2760,765000
1060,515000
1510,470000
880,330000
2150,284000
1660,295000
2160,555000
1370,350000
1460,240000
1450,419900
1560,528000
2480,481000
740,304700
2927,715000
2260,738950
1240,215000
2040,300000
1270,346000
4370,473000
1700,500000
1300,750000
1820,519900
880,378500
1870,314500
1350,499950
4870,1735000
2460,630000
1720,360000
2730,460000
1100,361000
1810,713400
930,445000
1590,305000
2710,1430000
1460,222000
3400,510000
2920,500000
910,605000
1320,393000
2490,725000
2220,320000
1130,210000
2750,419900
2240,410000
2680,721000
1270,605000
1520,738000
2480,725000
960,255000
1340,303000
1090,394950
2240,530000
3740,475000
1800,250000
780,180000
1330,443500
1900,390000
1570,430000
3100,460000
2740,660000
1570,515000
1330,482500
1140,305000
1550,835000
1290,237000
1510,445000
2720,710000
840,180000
1850,280017
2290,436500
3200,1255000
1800,420000
860,205000
1980,570000
2140,565000
2410,287000
1650,260000
1650,470000
2410,700000
1520,249000
2050,568000
1720,500000
2390,358000
1680,225000
1060,275500
1860,495000
1750,758800
1480,280000
1900,380500
6210,3200000
1440,260000
1910,630000
2010,875000
960,457500
1240,900000
870,235000
1400,410000
1850,355000
4270,1300000
2260,467500
2690,500000
2780,995000
1140,277000
2900,630000
2830,628000
2560,655000
1240,170000
2100,352500
3120,615000
970,165000
2300,243500
950,304000
2110,369000
2990,779950
2940,605000
1860,292500
1820,500007
1950,449999
1890,355000
2710,258000
2150,380000
3720,650000
2580,456500
1540,259950
1050,123000
1210,520000
2040,506000
980,425000
1990,438000
2420,1490000
1240,375000
1530,337500
2080,300000
3570,627000
4230,1400000
2700,674725
2200,325000
1210,230000
2140,485000
2740,315000
1370,560000
2800,444000
1060,325000
790,118125
790,212000
2820,428900
1850,510000
1110,416000
3230,950000
1460,204000
12050,7700000
3480,878000
3560,1045000
840,350000
1820,659500
1630,395000
1920,308950
1750,410000
2750,710000
620,175000
1720,508800
1800,606400
1300,245100
1970,540000
1740,415000
1930,469500
1190,195000
4250,1615000
4360,1450000
3420,1200000
4260,1065000
920,555500
1040,440000
1260,485000
2460,693000
830,295000
2060,700000
2210,767500
5480,800000
1860,440000
1350,600000
2790,1160000
1570,506000
2030,474950
2570,654000
1210,710000
1530,620000
1510,390000
1720,550000
2190,353000
3030,465000
1410,279900
1679,700000
1980,395000
1900,375000
1720,547000
2480,525000
1210,285000
1540,570000
2740,409000
1811,260000
2720,348000
1520,389000
2160,445000
1390,400000
1740,302000
2849,798000
1440,335000
3000,585000
3330,2500000
1720,555000
3920,3100000
1500,295000
2050,265000
1180,330000
1600,286000
1260,305000
1290,970000
2680,525000
2370,355000
2310,469950
1450,435000
2680,363500
1030,595000
1320,275000
670,295000
2670,345000
2440,485000
3370,1245000
940,340500
1100,280000
2520,449888
1400,483000
1880,445500
2800,379900
2500,599950
810,215000
1720,263000
2170,565000
4530,950000
1440,395000
2850,1535000
2620,922000
1676,330000
5850,1525000
1910,323000
1670,554000
2050,500000
3730,775000
1800,340000
2230,560000
1670,304000
1400,279900
2110,315000
2160,849000
2420,325000
3320,786000
3220,384000
1340,907000
2490,700000
1640,269500
1420,269000
3340,749950
1580,325000
2170,1150000
1370,406000
2840,650000
1940,295000
1757,375000
980,395000
2470,609000
1610,510000
1590,190000
780,250000
720,295000
1630,740000
1590,323000
2310,713000
2320,1070000
1660,460000
2070,880000
2500,585000
940,249950
1990,450000
2620,450000
3730,1775000
1600,350000
2095,292500
4230,879000
3200,1184000
2050,584999
2020,366000
3270,987500
1320,300000
1270,299000
1980,560000
2620,695000
1750,360000
1040,183500
1900,311000
1660,263000
1530,269000
4280,1600000
2870,564000
2540,425000
2100,679000
1740,410000
2441,340000
1810,360000
2060,450000
3160,552000
2930,294000
1310,663500
4800,1975000
1450,175409
1900,459000
1050,339950
1610,393000
720,275500
1020,485000
1250,250000
3200,935100
990,245000
2850,670000
4240,1393000
2800,440000
2310,1248000
1490,203000
1840,583000
1740,575000
3280,2575000
4050,1600000
2160,312500
2720,455000
3650,1310000
1750,605000
2450,325000
1940,630000
